case_id,quantity,value,unit,statistic,qa_status,source_class,source_sha256,source_revision,transform_version
forced-medium-t24,max_courant,0.31540853,dimensionless,maximum,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t24,moment_cycle_change,0.0322380212344441,percent,last_two_cycles,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t24,roll_moment_amplitude,9673479.63235931,N_m,last_cycle_harmonic_amplitude,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t24,volume_drift,-0.00664917602690054,percent,full_run,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t26,exchange_amplitude,130.218537142738,m3,last_cycle_harmonic_amplitude,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t26,exchange_cycle_change,0.0595256555217344,percent,last_two_cycles,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t26,level_difference_amplitude,1.08515447618948,m,last_cycle_harmonic_amplitude,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t26,max_courant,0.2877124,dimensionless,maximum,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t26,moment_cycle_change,0.0596360057575593,percent,last_two_cycles,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t26,roll_moment_amplitude,9683196.27980319,N_m,last_cycle_harmonic_amplitude,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
forced-medium-t26,volume_drift,-0.00706649176026792,percent,full_run,pass,reviewed_aggregate,34f678a045a211986405b3a28dd8b4216231bfb5ee282dfb15e13c42e427a6af,183170d1655867cca267f700f41f229ed3399769,1.0.0
